uid;type;language;title;size;country;newspaper;issue;pages;nb_pages;relevance;year;is_on_front;date;persons_mentioned;locations_mentioned;content;access_right;content_provider;is_content_available;collections;[total:145,available:200]
JDG-1934-12-22-a-i0136;;fr;CONFÉDÉRATION \Mn\\m, mutaiions, pneus;508;CH;JDG;JDG-1934-12-22-a;12;1;50.308163;1934;False;1934-12-22T00:00:00Z;Albert von Salis|colonel Hermann Obrecht|colonel Mans Bossart|colonel Ernst von Schmid|colonel Jacob Labhart|colonel Combe|colonel Jacob Huger de Kloten|colonel Jacob Huger de Kloten|colonel Combe;Soleure|Aarau|Zurich|Zurich|Walenstadt|Lausanne|Grenoble|Vosges|Lorraine|France|France|Paris;"CONFÉDÉRATION \ Mn \\ m, mutaiions, pneus Le nouveau commandant de la 1 "" division Berne. 21 décembre. Le colonel-divisionnaire Albert von Salis, jusqu'ici conimandant des forces d'occupation du Saint-Gothard, est libéré de son commandement. Le colonel Hermann Obrecht. de Soleure, est également libéré du commandement de la brigade d'infanterie 7. Dans la cavalerie, le colonel Mans Bossart, d'Aarau, est libéré du commandement de la brigade de cavalerie 3. Dans l'artillerie, le colonel Ernst von Schmid, de Zurich, est libéré du commandement de la brigade d'artillerie 5. Les chefs d'armes de l'artillerie et de la cavalerie, récemment nommés : colonel Marcuard, jusqu'ici commandant de la garnison de St-Maurice. actuellement chef d'arme de l'artillerie, et le colonel Jacob Labhart, qu'ici commandant ad intérim de la brigade d'infanterie 13. actuellement chef d'arme de la cavalerie, sont promus colonels-divisionnaires. Le colonel Combe, jusqu'ici chef de section au département militaire fédéral, qui devient commandant de la première division, est également promu colonel-divisionnaire. Le commandant de la I division. le lonel-divisionnaire Tissot, est nommé commandant des fortifications du Gothard. Le colonel Jacob Huger de Kloten, qu'ici à l'état-major général, succède au colonel Marcuard comme commandant des garnisons de St-Maurice. [Né à Orbe (Vaud), lieutenant en 1903, capitaine en 1911, deuxième adjudant du premier corps d'armée, commandant de la compagnie de cyclistes I, commandant de la compagnie de mitrailleurs de montagne III-l, le colonel Combe était, le 1 août 1914 à l'état-major de la première division. En 1915. il est appelé à la section des opérations. Puis il passe à l'état-major du deuxième corps d'armée et à celui de la première division. En 1916, il commande, par intérim, le bataillon de fusilliers 4. Nommé major à l'état-maior généra ! en 1917, il commande en 192 ?, par intérim, le régiment d'infanterie 3. Lieutenant-colonel en 1923. colonel en 1929, toujours à l'état-major général, il commande, par intérim, la brigade de montagne 3 de 1930 à 1931, et dès 1932, il est à la tête de la section des opérations à l'état-major de l'année. Comme officier instructeur, le nouveau divisionnaire a été attaché dès 1904 à l'ancienne sixième division, à Zurich, puis aux écoles de tir de Walenstadt et enfin à la première division, à Lausanne. Dès 1918, il est chef de classe aux écoles d'état-major général et commande depuis 1928 les écoles d'état-major général 1. II a fait divers stages à l'étranger, notamment de 1911 à 1912, au trentième bataillon de chasseurs alpins, à Grenoble. En 1917, il passe on mois sur le front français, à la troisième armée (Somme) et fait un voyage d'études dans les Vosges et à la huitième armée, en Lorraine. En 1918, il passa un mois auprès de l'armée américaine en France pour étudier l'organisation de cette armée en France, des bases navales jusqu'au front. De 1919 à 1920, il fut élève à l'Ecole supérieure de guerre à Paris, d'où il sortit avec le brevet d'état-major général. Enfin en 1932, il est chef de mission aux grandes manœuvres de cavalerie et d'infanterie de la Reichswehr, à la frontière polonaise. 1 ";OpenPrivate;SNL;y;local-eb-E5kZU4M8,local-duma-OKI6MeiT,local-Jl3MCLOw-daoNitOV;
JDG-1935-03-15-a-i0031;;fr;CHRONIQUE MILITAIRE;246;CH;JDG;JDG-1935-03-15-a;3;1;19.061396;1935;False;1935-03-15T00:00:00Z;;;CHRONIQUE MILITAIRE Chez les officiers automobilistes Le rapport de service des officiers automobilistes dimanche, à Berne, a été suivi de blée générale de la Société suisse des officiers automobilistes, présidée par le lieutenant-colonel Déminer et à laquelle assistaient environ 200 membres. Au rapport de service, le colonel divisionnaire Labhart, chef d'arme de la cavalerie et chef des troupes du service automobile, a parlé des périences faites ces dernières années dans le service automobile et de la réorganisation de la cavalerie. Les demandes d'attribution de véhicules à moteur pour les cours augmentent constamment. Lors des manœuvres de la première division, l'an dernier, celle-ci disposait de plus de 375 véhicules à moteur. Il en fut de même en ce qui concerne la troisième division. Des essais avec des compagnies de mitrailleurs motorisées ont été faits dans ces deux divisions. Le colonel a parlé aussi des conséquences du projet de réorganisation militaire, adopté le 24 février, en ce qui concerne le service automobile. Il a insisté sur la nécessité de moderniser la cavalerie comme l'infanterie, de lui adjoindre des armes lourdes et des véhicules à moteur. Les exercices communs de cet été devront donner des indications sur la composition, le commandement et l'utilisation des nouvelles sections de renseignements et de reconnaissance, qui disposeront notamment de chars de combat et de voitures blindée *. Le rapport annuel, présenté à l'assemblée nérale de la Société suisse des officiers automobilistes souligne le développement satisfaisant de celle-ci et l'activité intense qu'elle a déployée. ;OpenPrivate;SNL;y;local-em-LTHDN3Mk-zg7cm4F4,local-Jl3MCLOw-daoNitOV;
JDG-1936-03-02-a-i0093;;fr;Journée de cavalerie à Lausanne;215;CH;JDG;JDG-1936-03-02-a;8;1;19.431475;1936;False;1936-03-02T00:00:00Z;M. Maurice Buiard;Lausanne|Lausanne|Lausanne|Genève;"Journée de cavalerie à Lausanne Lausanne. 1 mars. La 28 "" if union bisannuelle des officiers de cavalerie a réuni hier, à Lausanne, pins de 150 ûfciers venus des différentes parties du pays. C'était le tour de la l brignde de l'organiser. Le Meutenant-colonel (ie Charrière de Severy en assuma la présidence. Après quelques mots d'ouverture, le chef de l'arme de la cavalerie, le cohinel divisionnaire Labhart, fit uns conférence sur l'évolution de la cavalerie et la nouvelle organisation de l'arme. Ce sujet a été traité par le capitaine Barbey (en août dernier) dans le Journal de Genève de telle manière que nous jugeons superflu d'y revenir aujourd'hui. Le chef du Département militaire vaudois. M. Maurice Buiard, assistait à la conférence, qui s'est tenue dans la jolie salle du Qrand Conseil vaudois. Après la pose d'une couronne au monument aux morts de St-François, les officiers ont né à la salle des Vingt-deux Cantons, dans une atmosphère de joyeuse camaraderie et d'entrain patriotique. Nous avons eu le plaisir de noter à la table d'honneur le conseiller d'Etat Bosset, M. Bridel, municipal, les colonels Quisan, Combe et de Diesbach, les colonels Favre et Vogel, anciens chefs de l'arme, le colonel divsionnaire Labhart, les oknels Poudret, Marbach. Hanert, Haccius, Chenevière. Kojnis ; s et le lieutenant-colonel de Tscnarher. ";OpenPrivate;SNL;y;local-Jl3MCLOw-daoNitOV;
JDG-1936-04-02-a-i0029;;fr;L'emprunt pour la défense nationale;407;CH;JDG;JDG-1936-04-02-a;3;1;16.01187;1936;False;1936-04-02T00:00:00Z;M. Meyer|M. Minger, conseiller fédéral;Thoune;L'emprunt pour la défense nationale On nous mande de Berne : Contrairement à ce qui a été dit, dans une partie de la presse, il ne paraît pas que le Conseil fédéral puisse être saisi dès la semaine prochaine des propositions précises du Département des finances concernant la couverture de la dépense pour le renforcement de l'armée qu'il a prouvée, en principe, dans sa séance de lundi matin. Ledit département examine comme on le sait l'émission d'un emprunt spécial à taux réduit, et M. Meyer a déjà eu à ce sujet des entretiens avec les représentants de la finance. Si l'idée d'un tel appel à l'esprit de sacrifice des grandes masses a été favorablement accueillie au Bernerhof, on ne se dissimule pas pour autant les cultés d'ordre pratique qu'elle pourrait susciter et qu'il s'agit de réduire au minimum afin de ne pas l'exposer à un échec ou à un demi-succès. On fait observer, par ailleurs, que le chiffre de 235 millions qui a été articulé représente un maximum. Il est possible que certains postes du devis provisoire établi par le Département militaire soient réduits. Pour les deux premières années d'application du plan de réarmement, la dépense sera d'environ cent millions. Aussi, en tout état de cause, l'emprunt ne devrait-il pas dépasser cette somme. Mais pour lui donner le caractère patriotique qu'il doit avoir, celui d'un sacrifice consenti par le peuple pour sa défense nationale, il faut que le taux de l'intérêt soit très bas. Nous croyons savoir que l'opinion a été défendue au sein du gouvernement qu'on devrait le fixer à 2,5 %. Il est probable que le Conseil fédéral s'y ralliera. Il soulignera ainsi le caractère véritablement populaire du geste qui, présenté sous ce'. te forme, ne manquera certainement pas de produire à l'étranger aussi une forte impression. Coopération des différentes armes D'intéressants exercices militaires ont commencé mardi, sous la direction du colonel divisionnaire Labhart. chef d'arme de la cavalerie, dans la région de Sursee-Willisau Les exercices dnre-ont trois jours. M. Minger, conseiller fédéral, chef du Département militaire, y participe avec la souscommission pour les affaires militaires de ! a commission de gestion du Conseil national. Ces exercices sont exécutés par l'école de recrues de cavalerie I, l'école de recrues cyclistes I et par les recrues motocyclistes de Thoune. Les exercices ont pour but l'étude de la constitution de détachements légers de la collaboration entre cavalerie, cyclistes et troupes motorisées et l'utilisation des chars d assaut. ;OpenPrivate;SNL;y;local-duma-OKI6MeiT,local-Jl3MCLOw-daoNitOV;
JDG-1936-05-28-a-i0110;;fr;CONFÉDÉRATION;273;CH;JDG;JDG-1936-05-28-a;10;1;18.361973;1936;False;1936-05-28T00:00:00Z;M. Minger|M. Paul;Belgique|Belgique|Yverdon;CONFÉDÉRATION Le chef suppléant de l'E .-M. G. On nous mande de Berne : Atteints d'une maladie des reins, le colonel Roost, chef de l'E .-M. G ., qui avait pris, ces derniers temps, une part active à la préparation du projet d'arrêté sur le renforcement de la défense nationale et avait assisté aux délibérations des commissions parlementaires est de nouveau entré, lundi dernier, à l'hôpital, où il devra subir un traitement de quelque durée. Dans ces conditions, M. Minger a estimé qu'il ne pouvait, à l'heure qu'il est, prendre sur lui la responsabilité de laissez vacant pendant un temps prolongé le poste important de chef de l'état-major néral. L'organisation militaire ne prévoit pas de poste de chef suppléant à l'état-major néral. Par décret du chef du Département militaire, le colonel-divisionnaire Labhart, chef d'arme de la cavalerie, a donc été appelé à remplir provisoirement les fonctions du colonel Roost., ^^... La chapelle commémorative de Knssnacht Kussnacht (Schwytz). 27 mai. La Confédération a acheté un terrain de 16 m. sur 24 mètres, situé à l'endroit où la reine Astrij de Belgique trouva la mort l'année dernière. Ce terrain, qui se trouve en face de la chapelle en construction, sera mis à la disposition de la famille royale de Belgique. L'inauguration de la chapelle commémorative aura lieu le 28 juin. Nombre de personnalités clésiastiques et laïques, quelques centaines d'invalides et un corps de musique viendront deBelgique à cette occasion. Vaud — Accident mortel. — Une planche culé, M. Paul Oirardet-Meyer, 41 ans, agriculteur à Suchy, occupé sur un échafaudage, est tombé sur le sol et a succombé des suites de ses blessures à l'infirmerie d'Yverdon. ;OpenPrivate;SNL;y;local-Jl3MCLOw-daoNitOV;
JDG-1936-05-29-a-i0046;;fr;CONFÉDÉRATIO;230;CH;JDG;JDG-1936-05-29-a;4;1;16.536098;1936;False;1936-05-29T00:00:00Z;M. Charles Subilia;;"CONFÉDÉRATI O Le chef suppléant de l'E .-BI. G. On nous mande de Berne : Le colonel Labhart, qui est dans sa 55 née, est considéré au Palais fédéral comme un chef et un organisateur de grand talent. Avant d'entrer à l'état-major général, où il exerça pendant quelques années les fonctions de chef de section, il avait commandé la brigade d'artillerie de la 4 division. A la fin de 1934, il fut appelé à la tête du service de la cavalerie, mais conserva à ce poste la direction du service des troupes motorisées, à laquelle il avait consacré une bonne partie de son activité. Au cours de l'année dernière, il s'est occupé plus soécialement de l'organisation des troupes légères ; au début de cette année, le Département fédéral le chargea également de celle des troupes de cyclistes, réunissant ainsi sous sa direction tous les services des troupes mobiles. Le col du Simplon est ouvert. La Société de développement de Brigue annonce que le col du Simplon est ouvert à la circulation et que les automobiles peuvent le franchir sans chaînes. Vaud """"*"""""" — Mort subite du pasteur Subilia. — Mercredi après-midi est décédé subitement, sur la place Saint-François, d'une crise d'artériosclérose, M. Charles Subilia, 75 ans, ancien pasteur à Sciez et L'Isle, fondateur et président, depuis 30 ans. de la Société en faveur des épileptiques et de l'asile de Lavigny. ";OpenPrivate;SNL;y;local-Jl3MCLOw-daoNitOV;
JDG-1936-06-19-a-i0177;;fr;APRÈS LES MANŒUVRES AÉRIENNES;222;CH;JDG;JDG-1936-06-19-a;10;1;25.07789;1936;False;1936-06-19T00:00:00Z;;Suisse|Suisse;"APRÈS LES MANŒUVRES AÉRIENNES Un « défilé "" a Berne Berne, 18 juin. Pour la première fois en Suisse a eu lieu, jeudi matin, un grand défilé de l'aviation militaire sur l'aérodrome de Berne, au Belpmoos. Les groupes d'aviation 2,3,4 et 5 y ont pris part après avoir effectué leur cours de répétition du 5 au 20 juin et s'être livrés à d'intéressantes manœuvres aériennes sur la Suisse centrale ces derniers jours. On notait la présence, parmi les personnalités militaires, du remplaçant du chef de l'état-major général, le colonel divisionnaire Labhart, du colonel commandant de corps Guisan, du colonel divisionnaire de Diesbach, de nombreux officiers supérieurs de l'état-major général, du Département militaire et de l'aviation, qui avaient pris place aux côtés de l'état-major de l'armée de l'air et des inspecteurs. La première escadrille apparut à 10 heures précises, puis 'une centaine d'avions défilèrent en ordre parfait, en groupes de 3,5 et 7. Au grand regret des milliers de spectateurs, ce défilé impressionnant ne dura que quelques minutes. Peu après le défilé, les deux avions dans lesquels avaient pris place les chefs des deux partis : lieutenants-colonels Glauser et Rihner, vinrent se poser sur le sol à proximité des inspecteurs. Le colonel divisionnaire Labhart fit alors une courte critique des manœuvres, en présence des l'état-major de l'aviation et des commandants des deux partis. ";OpenPrivate;SNL;y;local-duma-OKI6MeiT,local-Jl3MCLOw-daoNitOV;
JDG-1936-06-22-a-i0057;;fr;Les courses de cheuauH d'Vuerdon;1288;CH;JDG;JDG-1936-06-22-a;6;1;7.0231338;1936;False;1936-06-22T00:00:00Z;Willy Bà'chtold|Henri Martin|Henri Martin|Eric Von Gruningen|Ernest Beuttler|Aimé Banderet|Reinhard Buhler|Lucien Qonin|Reinhard Buhler|Lucien Gonin|Mlle Suzanne Gonin|Hubert Petitat|Jorg Fehr|Jorg Fehr|Georges Quillet|Louis Servien|Otto Ruff|Henri Bébié|Manfred Goedecke|Marcel Diserens|Théodore Hirt|Georges Quillet|Ulysse Pahud|Jean Collet|Robert Piot|Francis Dériaz|Julien Wyler|René Meylan|Jakob Weber|Georges Pichonnaz|Max Stutz|Otto Schmidt|André Boillod|André Pahud|Werner Schik|Max Buhofer|Otto Barchler|Manfred Goedecke|Paul Uetz|Alfred Vaucher|Henri Kié|Fritz Steffen|Jacques Mallet|Roland Wulliamoz|capitaine Piguet|lieutenant Hirt|Ami Fritz|Les Routils|M. Willy Banhofer|Louis Rosset|Julien Wyler|Georges Pichonnaz|Charles Potterat|Berra Georges|Jean Piot|William Badoux|Walther Hofmann;MUS|Suisse|Molina|Cumberland|Yverdon|Yverdon|Hongrie|Yverdon;"j | ; i | trailleurs du canton de Vaud (concours d'obstacles, ouvert aux sous-officiers) : 1. Révision, brig. Willy Bà'chtold, 0 f. 57 "" ; 2. Josepha, brig. Henri Martin, 0 t. l' 5 "" 6 ; 3. Outrage, brig. Henri Martin, 0 f. l' 9 "" ; 4. Audemar, mgis Eric Von Gruningen, 2 f. 56 "" 2 ; 5. Rabelais, four. Ernest Beuttler, 2 f. l' 7 "" 4 ; 6. Gaston, brig. Aimé Banderet. Prix d'ouverture. — Concours hippique ouvert aux officiers, aux aspirants officiers de mée suisse et aux cavaliers en possession de la licence suisse de gentleman : 1. Rapp. capit. Mange, 0 f. l' 7 "" 6 ; 2. Ginger, plt. Bossard, 0 f 1'14 "" 6 ; 3. Eleveur, capit. Soutter. 0 f. l' 29 "" 2 ; 4. Météore, plt. Haecky. 2 f. l' 31 "" 2 ; 5. Consul, Mme Brunschwig, 2 f. l' 41 "" ; 6. Nigro, capit. Servien ; 7. Sélecta, capit. Mange ; 8. Elégant-ll, de Mme MUS. V, monté par le plt. Q. Quillet. Prix de l'Etat de Vaud (handicap au trot attelé Pour chevaux nés en Suisse) : 1. Tozy-ll, Reinhard Buhler ; 2. Liska, Lucien Qonin ; 3. Toucheatout, Reinhard Buhler ; 4. Dora. Lucien Gonin (drivé par Mlle Suzanne Gonin, 13 ans ); 5. Att-moi, Hubert Petitat. Parcours de chasse (concours hippique ouvert aux officiers et aux gentlemen) : 1. Cetonia, au It .-col. Hirt (monté par le lieut. Hirt), l'IO"" ; 2. Unart, plt. Diserens, l' 13 "" 6 ; 3. Pélopia, 1 t. Jorg Fehr, l' 20 "" 2 ; 4. Rapp, capit. Mange,]'26 "" 4 ; 5. Erdgeist, 1 t. Jorg Fehr, l' 32 "" 4 ; 6. Ami-Fritz, au plt. Georges Quillet, monté par le plt. Dégailler, l' 38 "" ; 7. Nigro, capit. Louis Servien, l' 39 "" 4. Prix des bains et source Arkina (distancé 2000 mètres). Course plate au galop pour chevaux de tous pays : 1. Les-Routils, Schweuer ; 2. Menne, Otto Ruff (monté par Laubi) ; 3. Val-de-Villé, Henri Bébié ; 4. Que-en's-Lace, Manfred Goedecke (monté par Murri). Prix de la coupe (concours hippique ouvert'aux officiers et aux gentlemen) : 1. Unart, plt. Marcel Diserens, 0 f. l' 49 "" 4 ; 2. Cetonia, Théodore Hirt (monté par le plt. Hirt), 6 f. 2'1 "" ; 3. Pélopia, 1 t. Fehr, 12 f. 2'3 "" ; 4. Erdgeist, 1 t. Fehr, 14 f. 2'; 5. Ami-Fritz, plt. Georges Quillet (monté par le plt. Dégailler, 14 A f. 2'15 "" 4. Prix de la Confédération (distance 3000 m.). — Steeple-chase militaire pour appointés et soldats. l série : 1. Molina, Ulysse Pahud ; 2. Milix, Jean Collet ; 3. Empirist. Robert Piot ; 4. Milady, Francis Dériaz. — 2 "" série : 1. Soubrette, Julien Wyler ; 2. Neingung, René Meylan ; 3. Tegolu. Jakob Weber ; 4. Euphonie, Georges Pichonnaz. Prix Vautier frères et Cie (distance 3000 m.). Steeple-chase militaire pour sous-officiers : 1. Gondola, brig. Max Stutz ; 2. Cumberland, brig. Otto Schmidt ; 3. Tibicina, brig. André Boillod ; 4. Odoaker, brig. André Pahud ; 5. Emir, margis Werner Schik. Prix Leclenché (distance 3500 m.). — Course de haies pour chevaux de tous pays, gentlemen et jokeys : 1. Roi-des-Resquilleurs, Max Buhofer ; 2. Problem, Otto Barchler ; 3. Table-Bay, Manfred Goedecke ; 4. Maïs-de-Hongrie, Paul Uetz ; 5. Roi-du-Maquis, Béat Frey. Prix de la ville d'Yverdon (distance 3500 m. environ). Handicap au trot attelé pour chevaux de tous pays : 1. Flamin, Hanz Riesen ; 2. Sère, Hanz Riesen ; 3. Ulysse, Klaus et Maeder ; 4. Extra-Dray, Alfred Vaucher ; 5. Vincta, Stupanus. Prix du Club hippique suisse (distance 3500 m.). — Steeple-chase militaire pour officiers montant des chevaux fédéraux : 1. Bombe, plt. Henri Kié ; 2. Kiepert, capit. Fritz Steffen (monté par 1 t. Steiger ); 3. Sosy, capit. Emmaii. Dettwyler ; 4. Morillo, 1 t. Jacques Mallet ; 5. Molosser, capit. Roland Wulliamoz. Les courses de cheuauH d'Vuerdon (De notre envoyé spécial) C'est devant une nombreuse assistance et en présence du colonel commandant de corps Guisan, ainsi que du colonel-divisionnaire Labhart, chef de l'arme de la cavalerie, que se sont roulées hier les courses d'Yverdon. Le temps s'est maintenu idéal toute la journée et le 'terrain était excellent. On peut sans ambages féliciter le comité d'organisation et son président le capitaine Piguet du nouveau succès qu'ils ont marqué à leur actif. Tout était parfaitement au point et le programme, excessivement copieux puisqu'il ne comportait pas moins de douze épreuves avec un total de 175 inscriptions, n'en a pas été pour cela le moins du monde indigeste. Si haut qu'on remonte dans ses souvenirs, la comparaison est tout à l'avantage de la réunion d'hier. Les concours d'obstacles les plus importants étaient le parcours de chasse et le Prix de la Coupe. Dans le premier, le premier-lieutenant Diserens, montant Unart, franchit les douze obstacles dans le temps excellent de l' 13 "". Il pensait bien avoir le prix en poche lorsque le lieutenant Hirt vint lui souffler la victoire, sur Cetonia. à laquelle il demanda pour cela de déployer tous ses moyens. Mais les choses ici bas ont un juste retour et Unart ne tarda pas à prendre dans la Coupe une éclatante revanche. A noter également le très bon parti que le mier-lieutenant Dégallier tira d'Ami Fritz dans ces deux épreuves Les courses elles-mêmes furent toutes tées par des champs très fournis, des lots gènes et l'attrait de la compétition y fut toujours grand. Seule l'une des deux épreuves pour soldats fut plus ou moins faussée par un incident de course. Dans la course plate au galop. Les Routils gagne d'une longueur malgré un bon retour de Menne. La course pour sous-officiers fut l'occasion pour Gondola, au brigadier S'tutz, d'affirmer une grande supériorité et la course de haies revint à Roi des Resquilleurs. Si ce fut apparemment sans difficulté, il faut reconnaître que Roi du Maquis et Maïs de Hongrie ses concurrents les plus dangereux lui facilitèrent bien la tâche en se coupant la gorge en tête dès le début. Le handicap au trot attelé pour chevaux de tous pays ne réunit pas moins de neuf partants, et le steeple chase militaire qui clôturait la réunion en compta sept. Il revint à Bombe que suivaient à distance respectueuse Kiepert, Sosy et Morillo. Comme intermède, M. Willy Banhofer, écuyer au dépôt des remontes de cavalerie à Berne, présenta son cheval Nero, lequel s'agenouille, se couche, se cabre, se balance sur une planche, grimpe sur un tonneau au gré de son propriétaire en faisant preuve d'une docilité parfaite. Cette exhibition, d'un genre un peu spécial et qui relève du cirque ne manqua pas de divertir les spectateurs. En terminant, qu'il nous soit permis une modeste s'igges'tion. Puisqu'il existe un tableau à glissière avec une colonne « partants », que l'on s'en serve pour afficher ces derniers. L'intérêt des épreuves y gagnera. G. D. Les résultats Voici les résultats : Prix des hôteliers et restaurateurs d'Yverdon (concours d'obstacles, ouvert aux appointés et soldats) : l série : 1. Neingung, Kené Meylan, 0 f. 40 "" 2 ; 2. Sombre, Louis Rosset, 0 f. 49 "" 4 ; 3 Soubrette. Julien Wyler, 0 f. 51 "" 2 ; 4. Euphonie Georges Pichonnaz, 0 f. 51 "" 4 ; 5. Longinus, Charles Potterat, 2 f. 49 "" 2. — 2 série : 1. Berra Georges Nicod, 0 f. 41 "" 2 ; 2. Serinette, Jean Piot, j 0 f. 43 "" 2 ; 3. Sucht, William Badoux, 0 f. 45 "" 2 ; 4. Persienne, Walther Hofmann, 0 f. 48 "" 6. Prix de la Société des dragons, suides et ";OpenPrivate;SNL;y;local-Jl3MCLOw-daoNitOV;
JDG-1936-07-03-a-i0146;;fr;CHRONIQUE MILITAIRE;78;CH;JDG;JDG-1936-07-03-a;12;1;24.25919;1936;False;1936-07-03T00:00:00Z;;;CHRONIQUE MILITAIRE Les manœuvres de cette année Le col) nel de Graffenried. commandant de la brigade de montagne 7, commandera la division de manœuvre opposée cette année à la 2 division (colonel divisionnaire de Diesbach). A la 6 < = division (colonel divisionnaire Lardelli) sera opposée une division de manœuvre dée par le colonel divisionnaire Labhart. Les manœuvres de la 2 division dureront du 6 au 9 septembre, celles de la 6 division du 20 au 23 septembre. ;OpenPrivate;SNL;y;local-Jl3MCLOw-daoNitOV;
JDG-1936-07-29-a-i0100;;fr;CONFÉDÉRATION;45;CH;JDG;JDG-1936-07-29-a;8;1;96.97742;1936;False;1936-07-29T00:00:00Z;Jakob Labhart;;CONFÉDÉRATION Le nouveau chef de service de l'Etat-major général Berne, 28 juillet. Le Conseil fédéral a nommé chef du service de l'état-major général le colonel-divisionnaire Jakob Labhart, de Steckborn, né en 1881, chef d'arme de la cavalerie et actuellement suppléant du chef de l'état-major général. ;OpenPrivate;SNL;y;local-Jl3MCLOw-daoNitOV;
JDG-1936-07-30-a-i0035;;fr;Le nouveau chef de service de l'état-major général;275;CH;JDG;JDG-1936-07-30-a;3;1;33.98793;1936;False;1936-07-30T00:00:00Z;colonel Lab;Munich;Le nouveau chef de service de l'état-major général C'est une carrière brillante et rapide qui amène le colonel-divisionnaire Labhart au principal poste de commandement de notre armée en temps de paix. Né en 1881 à Steckborn, le nouveau chef de î'état-major général fit ses études d'ingénieur à Charlotttnburg et à Munich. Recruté dans l'artillerie, il devint officier instructeur de ceitte arme en 1906. Après quelques années passées au service de l'industrie privée, il revint, en 1921. à l'administration fédérale en qualité de vice-directeur de l'office du travail. Dès 1924, iJ reprit la filière militaire où son avancement fut prompt. Chef de section pour les transports de l'armée jusqu'en 1934, il devenait alors chef de l'arme de la cavalerie avec le grade de divisionnaire. En cette lité, il procéda à une réorganisation totale de ce service, qui comprend aujourd'hui les troupes torisées et les cyclistes. Le colonel Labhart est le principal artisan de la mise sur pied des troupes légères auxquelles une large place est réservée dans la nouvelle organisation de l'armée. Au moment où le colonel Roost, chef de l'êtatmajor général, fut frappé par la maladie qui devait l'emporter, en mai dernier, le colonel Lab hart fut désigné par le Conseil fédéral pour assurer sa suppléance. Le voici aujourd'hui « risé » au poste qu'il tenait par intérim. Au moment où la mise en œuvre de la nouvelle organisation des troupes réclame un effort de tous les instants, 11 est réconfortant de voir placé à la tête du plus important service de l'armée un homme en pleine possession de ses forces et ayant déjà fait ses preuves à la tête d'une arme en complète transformation. ;OpenPrivate;SNL;y;local-duma-OKI6MeiT,local-Jl3MCLOw-daoNitOV;
JDG-1936-09-06-a-i0027;;fr;CHRONIQUE MILITAIRE;290;CH;JDG;JDG-1936-09-06-a;3;1;16.541134;1936;False;1936-09-06T00:00:00Z;lieutenant-colonel Charles Dubois|lieutenant-colonel Roger;Vevey|Lausanne|Zurich;CHRONIQUE MILITAIRE Des changements au service de l'état-major général On envisage diverses modifications et nominations au service de l'état-major général. A part-d'autres fonctions, celles d'un çant du chef du service de l'état-major général et celles, d'un chef de section de l'économie de guerre ont été mises au concours. En remplacement du colonel d'artillerie Bandi, nommé chef de l'aviation militaire et de la division pour la protection aérienne, on cite comme futur chef de section au service de l'état-major général le major Qustav Daniker. Pour la section des transports, on envisage de nommer comme chef le lieutenant-colonel Charles Dubois, jusqu'ici chef de la section des informations. Celui-ci serait remplacé par le lieutenant-colonel Roger M. isson, de Vevey, officier instructeur d'infanterie à Lausanne. Manœuvres de la VI » division La VI division (col. div. Lardelli) avec la brig. cav. 3 et le rég. d'artillerie motorisé 7. après une semaine préparatoire d'exercices dans la région de Wil-Haut Toggenburg Rheintal- Weesen- nach-Wald-Flawil- Qossau, procédera, à partir du 20 septembre, à de grandes manœuvres sous la direction du colonel Miescher, commandant du troisième corps d'armée (chef d'état-major colonel Iselin). Le colonel divisionnaire Lardelli, commandant de la Vie division (chef d'état-major lieutenant-colonel Kobelt) aura pour adversaire le colonel divisionnaire Labhart, chef de la division de. l'état-major général (chef d'état-major colonel Friclc). Le jeudi 24 septembre, à 10 h. du matin, défilé près de Henau, devant le chef du Département militaire fédéral. Les officiers qui désirent suivre ces manœuvres doivent s'adresser avant le 13 septembre au commandement du III corps, à la caserne de Zurich, puis, à partir de cette date, à la poste de campagne. Première orientation dimanche 21 septembre, à 20 heures, à la centrale d'information de la direction des manœuvres, école réale à Wattwil.. ;OpenPrivate;SNL;y;local-duma-OKI6MeiT,local-Jl3MCLOw-daoNitOV;
